Sentence Number;Text;Label
100;Ritenuto che , per quanto riguarda il controllo sulla presenza di organismi geneticamente modificati negli alimenti , sia necessario un coordinamento a livello regionale per quanto riguarda i criteri di ripartizione tra le ASL lombarde , la tipologie di prodotti da sottoporre al controllo e il numero di campioni da prelevare , nonché il conferimento dei campioni ai laboratori di prevenzione individuati per l’ analisi;1
101;Vista l’ istruttoria compiuta dalla Struttura Tutela della persona , Promozione della salute e Igiene degli alimenti , che sulla base delle esigenze territoriali e delle risorse disponibili ha elaborato e condiviso con le ASL lombarde , Servizi di Igiene degli Alimenti e Nutrizione ( SIAN ) e Laboratori di Prevenzione , ciascuno per quanto di propria competenza , il documento « Indirizzi per la realizzazione dei controlli ufficiali sulla presenza di Organismi Geneticamente Modificati negli alimenti in Regione Lombardia – anno 2014 »;1
102;Ritenuto pertanto di approvare il documento « Indirizzi per la realizzazione dei controlli ufficiali sulla presenza di Organismi Geneticamente Modificati negli alimenti in Regione Lombardia – anno 2014 » di cui all’ allegato e parte integrante e sostanziale del presente provvedimento e di prevedere la pubblicazione del presente atto sul Bollettino Ufficiale della Regione Lombardia e sul sito web della Direzione Generale Sanità;1
103;−− i dd p c m;1
104;14 febbraio 2001 « Atto di indirizzo e coordinamento in materia di prestazioni socio sanitarie » e 29 novembre 2001 « Definizione dei livelli essenziali di assistenza »;1
105;−− la d g r;1
106;8 agosto 2003 , n  14039 « Primo provvedimento attuativo della d g r   n  12620 del 7 aprile 2003 : Definizione del sistema tariffario della residenza sanitario assistenziale per disabili »;1
107;Vista la determinazione della ASL di Como del 6 novembre 2013 n  58 , relativa all’ attestazione del possesso dei requisiti di accreditamento della R S D  in oggetto e la successiva richiesta di integrazione e sospensione dei termini prot   n  G1 2013 0015390 del 13 novembre 2013;1
108;Vista la determinazione della ASL di Como del 26 novembre 2013 n  63 , relativa all’ attestazione del possesso dei requisiti di accreditamento della R S D  in oggetto e la successiva richiesta di integrazione e sospensione dei termini prot;1
109;G1 2013 0015987 del 29 novembre 2013;1
110;Vista la determinazione dell’ ASL di Como del 16 dicembre 2013 , n  66 , prot   n  G1 2013 0016874 del 17 dicembre 2013 , che annullando le precedenti sopra riportate determinazioni , attesta;1
111;il possesso dei requisiti di accreditamento per n  32 posti letto della R S D  in oggetto , sulla scorta delle verifiche effettuate con sopralluogo del 25 novembre 2013;1
112;DECRETA 1   di ampliare l’ accreditamento per n  2 posti letto , con decorrenza dalla data di approvazione del presente atto , della seguente unità di offerta socio sanitaria : Residenza Sanitario Assistenziale per persone con disabilità ’ ( R S D  );1
113;« Fondazione Clotilde Rango » , cod   struttura 303008405 , con sede in Alzate Brianza ( CO ) , via Aldo Moro , 201 , gestita dall’ ente « Fondazione Clotilde Rango Onlus » , con stessa sede , CF n  90007950133 , sulla base della verifica del possesso dei requisiti di accreditamento condotta dalla ASL di Como e attestata con provvedimento del 16 dicembre 2013 n  66 , per n  32 posti letto;1
114;DECRETA 1   di provvedere , a favore del seguente nuovo Ente Gestore : San Giacomo S r l   con sede legale in Milano , Via Padre G B  Martini n  29 , CF 02644040137 , alla voltura dell’ accreditamento della seguente unità di offerta socio sanitaria : R S A  La Sapienza con sede in Menaggio ( CO ) , Via Nanc n  18 , codice struttura 303005001 , già accreditata con d g r   n  50 del 26 maggio 2010 e a contratto per n  43 posti letto , con decorrenza dalla data del presente provvedimento , sulla base delle verifiche compiute dall’ ASL di Como;1
115;Preso atto di quanto indicato nel documento di cui sopra , ed in particolare delle conclusioni dell’ Annesso 2 – rapporto tecnico HPC al suddetto Piano di caratterizzazione Integrativo , relativo alle attività di Caratterizzazione del sito , dalle quali emerge il superamento delle CSC per le acque di falda captate da piezometri realizzati anche sul territorio del Comune di Vimercate;1
116;Vista la determinazione della ASL di Como del 6 novembre 2013 n  58 , relativa all’ attestazione del possesso dei requisiti di accreditamento della R S D  in oggetto e la successiva richiesta di integrazione e sospensione dei termini prot   n  G1 2013 0015390 del 13 novembre 2013;1
117;Vista la determinazione della ASL di Como del 26 novembre 2013 n  63 , relativa all’ attestazione del possesso dei requisiti di accreditamento della R S D  in oggetto e la successiva richiesta di integrazione e sospensione dei termini prot;1
118;G1 2013 0015987 del 29 novembre 2013;1
119;Vista la determinazione dell’ ASL di Como del 16 dicembre 2013 , n  66 , prot   n  G1 2013 0016874 del 17 dicembre 2013 , che annullando le precedenti sopra riportate determinazioni , attesta;1
120;il possesso dei requisiti di accreditamento per n  32 posti letto della R S D  in oggetto , sulla scorta delle verifiche effettuate con sopralluogo del 25 novembre 2013;1
121;DECRETA 1   di ampliare l’ accreditamento per n  2 posti letto , con decorrenza dalla data di approvazione del presente atto , della seguente unità di offerta socio sanitaria : Residenza Sanitario Assistenziale per persone con disabilità ’ ( R S D  );1
122;« Fondazione Clotilde Rango » , cod   struttura 303008405 , con sede in Alzate Brianza ( CO ) , via Aldo Moro , 201 , gestita dall’ ente « Fondazione Clotilde Rango Onlus » , con stessa sede , CF n  90007950133 , sulla base della verifica del possesso dei requisiti di accreditamento condotta dalla ASL di Como e attestata con provvedimento del 16 dicembre 2013 n  66 , per n  32 posti letto;1
123;Rilevato che la S C I A  sopra citata è stata positivamente verificata dalla commissione di vigilanza della ASL di Lodi , a cui spetta la competenza in conformità alla d g r   n  1185/13 , con sopralluogo del 25 novembre 2013 , di cui al verbale allegato al provvedimento sotto indicato;1
124;Visto il provvedimento del 10 dicembre 2013 n  299 , adottato dalla ASL di Lodi , pervenuto in data 18 dicembre 2013 , prot   n  G1 2013 17032 del 19 dicembre 2013 , di attestazione del possesso dei requisiti di accreditamento per il nuovo consultorio con sede in via Longobardi n  1;1
125;DECRETA 1   di accreditare , con decorrenza dalla data di approvazione del presente atto , l’ unità di offerta socio sanitaria denominata : « Consultorio Familiare di Corteolona » , cod   struttura n  312000211 , con sede in Corteolona ( PV ) , in via Longobardi n  1 , gestito dalla ASL di Pavia , CF 01748780184 , in sostituzione del Consultorio Familiare , già accreditato , con sede sempre in Corteolona ( PV ) , in via Longobardi n  3 , sulla base della verifica del possesso dei requisiti di accreditamento condotta dalla A S L  di Lodi , e attestata con il provvedimento del 10 dicembre 2013 n  299;1
126;Ritenuto : −− di provvedere alla iscrizione nell’ apposito registro regionale della voltura di cui all’ oggetto , con decorrenza dalla data di adozione del presente decreto , sulla base delle verifiche compiute dalla competente ASL di Lecco , −− di stabilire che il nuovo soggetto gestore subentra nel contratto sottoscritto con l’ ASL di Lecco , che dovrà essere modificato in relazione alla variazione del soggetto gestore e conseguentemente trasmesso alla Direzione Generale Famiglia , Solidarietà Sociale e Volontariato;1
127;5/2010 - il progetto di rifacimento del ponte pedonale denominato « Cavallo » sul fiume Brembo di Valleve , in località Cambrembo di Valleve ( BG ) , secondo la soluzione progettuale indicata negli elaborati prodotti dal proponente Comune di Valleve , a condizione che siano ottemperate le seguenti prescrizioni , che dovranno essere espressamente recepite nei successivi provvedimenti di autorizzazione e approvazione del progetto in parola : a    in generale , dovranno essere puntualmente attuate tutte le precauzioni e le misure di mitigazione prospettate nel progetto e nello studio preliminare ambientale depositati dal proponente;1
128;4 febbraio 2014 - n  716 Determinazioni in merito ai monitoraggi quantitativi nell’ ambito delle sperimentazioni del deflusso minimo vitale in corso nel reticolo idrico naturale regionale IL DIRIGENTE DELLA STRUTTURA GESTIONE E REGOLAMENTAZIONE DEGLI USI DELLE ACQUE , SICUREZZA DEGLI INVASI Visti : • la Direttiva europea 2000/60 / CE , che istituisce un quadro per l’ azione comunitaria in materia di acque , prevedendo il raggiungimento entro il 2015 di obiettivi di qualità ecologica per le acque superficiali;1
129;−− lo strumento conoscitivo , normativo e tecnico - operativo mediante il quale sono pianificate e programmate le azioni e le misure finalizzate a garantire il perseguimento degli scopi e degli obiettivi ambientali stabiliti dagli artt;1
130;• le Direttive per l’ adeguamento delle derivazioni al rilascio del deflusso minimo vitale , approvate dalla Giunta Regionale con d g r   n  VIII/6232 del 19 dicembre 2007;1
131;Richiamate le « Linee Guida per l’ avvio di sperimentazioni sul deflusso minimo vitale in tratti del reticolo idrico naturale regionale » , approvate con decreto del Direttore Generale della Direzione Reti e Servizi di Pubblica Utilità e Sviluppo Sostenibile n  9001 del 8 agosto 2008;1
132;Dato atto che a partire dal 2009 la Regione Lombardia ha avviato , ai sensi delle Linee Guida , una serie di sperimentazioni del deflusso minimo vitale allo scopo di determinare in modo sitospecifico i valori di DMV da applicare a valle delle opere di presa interessate;1
133;Considerato che nelle sperimentazioni la conoscenza delle portate in alveo presso le stazioni di monitoraggio biologico e chimico - fisico costituisce elemento di riferimento indispensabile per effettuare correttamente le valutazioni qualitative;1
134;Dato atto che per ciascuna sperimentazione , nell’ ambito dei singoli tavoli tecnici formalmente istituiti dalla Regione , sono state fornite ai proponenti indicazioni operative per l’ acquisizione , il calcolo e la gestione dei dati di portata;1
135;Ritenuto opportuno formalizzare le suddette indicazioni , in modo da uniformarne i contenuti per tutte le sperimentazioni e garantire la coerente e completa disponibilità di informazioni sul regime delle portate , in funzione sia delle caratteristiche dei corsi d’ acqua oggetto di sperimentazione , sia degli usi della risorsa idrica;1
136;Considerato l’ incarico assegnato dalla Regione Lombardia a FLA ( Fondazione Lombardia per l’ Ambiente ) relativo a « Realizzazione di attività di ricerca e supporto tecnico - scientifico alla valutazione delle sperimentazioni del deflusso minimo vitale » , inserito nella Raccolta Convenzioni e Contratti della Struttura Acquisti , Contratti e Patrimonio in data 22 novembre 2012 al n  17260 / RCC;1
137;Dato atto che il documento , i cui contenuti sono stati trattati nei singoli tavoli tecnici , è già stato inviato ai soggetti proponenti delle sperimentazioni con comunicazione del 19 dicembre 2013;1
138;Bollettino Ufficiale;0
139;Serie Ordinaria n  2 - Giovedì 10 gennaio 2013;0
